state,town,url
MI,"ada_township%2C_(kent_co.)""","https://library.municode.com/mi/ada_township%2C_(kent_co.)"""
MI,"ada_township%2C_(kent_co.)"">Ada","https://library.municode.com/mi/ada_township%2C_(kent_co.)"">Ada"
MI,"addison_township%2C_(oakland_co.)""","https://library.municode.com/mi/addison_township%2C_(oakland_co.)"""
MI,"addison_township%2C_(oakland_co.)"">Addison","https://library.municode.com/mi/addison_township%2C_(oakland_co.)"">Addison"
MI,"adrian""","https://library.municode.com/mi/adrian"""
MI,a>,"https://library.municode.com/mi/adrian"">Adrian</a>"
MI,"albion""","https://library.municode.com/mi/albion"""
MI,a>,"https://library.municode.com/mi/albion"">Albion</a>"
MI,"algonac""","https://library.municode.com/mi/algonac"""
MI,a>,"https://library.municode.com/mi/algonac"">Algonac</a>"
MI,"allegan""","https://library.municode.com/mi/allegan"""
MI,a>,"https://library.municode.com/mi/allegan"">Allegan</a>"
MI,"allen_park""","https://library.municode.com/mi/allen_park"""
MI,"allen_park"">Allen","https://library.municode.com/mi/allen_park"">Allen"
MI,"alma""","https://library.municode.com/mi/alma"""
MI,a>,"https://library.municode.com/mi/alma"">Alma</a>"
MI,"alpena""","https://library.municode.com/mi/alpena"""
MI,a>,"https://library.municode.com/mi/alpena"">Alpena</a>"
MI,"ann_arbor""","https://library.municode.com/mi/ann_arbor"""
MI,"ann_arbor"">Ann","https://library.municode.com/mi/ann_arbor"">Ann"
MI,"ann_arbor_charter_township%2C_(washtenaw_co.)""","https://library.municode.com/mi/ann_arbor_charter_township%2C_(washtenaw_co.)"""
MI,"ann_arbor_charter_township%2C_(washtenaw_co.)"">Ann","https://library.municode.com/mi/ann_arbor_charter_township%2C_(washtenaw_co.)"">Ann"
MI,"armada""","https://library.municode.com/mi/armada"""
MI,a>,"https://library.municode.com/mi/armada"">Armada</a>"
MI,"atlas_township%2C_(genesee_co.)""","https://library.municode.com/mi/atlas_township%2C_(genesee_co.)"""
MI,"atlas_township%2C_(genesee_co.)"">Atlas","https://library.municode.com/mi/atlas_township%2C_(genesee_co.)"">Atlas"
MI,"auburn_hills""","https://library.municode.com/mi/auburn_hills"""
MI,"auburn_hills"">Auburn","https://library.municode.com/mi/auburn_hills"">Auburn"
MI,"aurelius_township%2C_(ingham_co.)""","https://library.municode.com/mi/aurelius_township%2C_(ingham_co.)"""
MI,"aurelius_township%2C_(ingham_co.)"">Aurelius","https://library.municode.com/mi/aurelius_township%2C_(ingham_co.)"">Aurelius"
MI,"bad_axe""","https://library.municode.com/mi/bad_axe"""
MI,"bad_axe"">Bad","https://library.municode.com/mi/bad_axe"">Bad"
MI,"baldwin_township%2C_(iosco_co.)""","https://library.municode.com/mi/baldwin_township%2C_(iosco_co.)"""
MI,"baldwin_township%2C_(iosco_co.)"">Baldwin","https://library.municode.com/mi/baldwin_township%2C_(iosco_co.)"">Baldwin"
MI,"bangor""","https://library.municode.com/mi/bangor"""
MI,a>,"https://library.municode.com/mi/bangor"">Bangor</a>"
MI,"bath_charter_township%2C_(clinton_co.)""","https://library.municode.com/mi/bath_charter_township%2C_(clinton_co.)"""
MI,"bath_charter_township%2C_(clinton_co.)"">Bath","https://library.municode.com/mi/bath_charter_township%2C_(clinton_co.)"">Bath"
MI,"bay_city""","https://library.municode.com/mi/bay_city"""
MI,"bay_city"">Bay","https://library.municode.com/mi/bay_city"">Bay"
MI,"bay_county""","https://library.municode.com/mi/bay_county"""
MI,"bay_county"">Bay","https://library.municode.com/mi/bay_county"">Bay"
MI,"bedford_township%2C_(monroe_co.)""","https://library.municode.com/mi/bedford_township%2C_(monroe_co.)"""
MI,"bedford_township%2C_(monroe_co.)"">Bedford","https://library.municode.com/mi/bedford_township%2C_(monroe_co.)"">Bedford"
MI,"belding""","https://library.municode.com/mi/belding"""
MI,a>,"https://library.municode.com/mi/belding"">Belding</a>"
MI,"benton_charter_township%2C_(berrien_co.)""","https://library.municode.com/mi/benton_charter_township%2C_(berrien_co.)"""
MI,"benton_charter_township%2C_(berrien_co.)"">Benton","https://library.municode.com/mi/benton_charter_township%2C_(berrien_co.)"">Benton"
MI,"berkley""","https://library.municode.com/mi/berkley"""
MI,a>,"https://library.municode.com/mi/berkley"">Berkley</a>"
MI,"berlin_charter_township%2C_(monroe_co.)""","https://library.municode.com/mi/berlin_charter_township%2C_(monroe_co.)"""
MI,"berlin_charter_township%2C_(monroe_co.)"">Berlin","https://library.municode.com/mi/berlin_charter_township%2C_(monroe_co.)"">Berlin"
MI,"berrien_springs""","https://library.municode.com/mi/berrien_springs"""
MI,"berrien_springs"">Berrien","https://library.municode.com/mi/berrien_springs"">Berrien"
MI,"bertrand_township%2C_(berrien_co.)""","https://library.municode.com/mi/bertrand_township%2C_(berrien_co.)"""
MI,"bertrand_township%2C_(berrien_co.)"">Bertrand","https://library.municode.com/mi/bertrand_township%2C_(berrien_co.)"">Bertrand"
MI,"birmingham""","https://library.municode.com/mi/birmingham"""
MI,a>,"https://library.municode.com/mi/birmingham"">Birmingham</a>"
MI,"blissfield""","https://library.municode.com/mi/blissfield"""
MI,a>,"https://library.municode.com/mi/blissfield"">Blissfield</a>"
MI,"bloomfield_charter_township%2C_(oakland_co.)""","https://library.municode.com/mi/bloomfield_charter_township%2C_(oakland_co.)"""
MI,"bloomfield_charter_township%2C_(oakland_co.)"">Bloomfield","https://library.municode.com/mi/bloomfield_charter_township%2C_(oakland_co.)"">Bloomfield"
MI,"bloomfield_hills""","https://library.municode.com/mi/bloomfield_hills"""
MI,"bloomfield_hills"">Bloomfield","https://library.municode.com/mi/bloomfield_hills"">Bloomfield"
MI,"boyne_city""","https://library.municode.com/mi/boyne_city"""
MI,"boyne_city"">Boyne","https://library.municode.com/mi/boyne_city"">Boyne"
MI,"brandon_charter_township%2C_(oakland_co.)""","https://library.municode.com/mi/brandon_charter_township%2C_(oakland_co.)"""
MI,"brandon_charter_township%2C_(oakland_co.)"">Brandon","https://library.municode.com/mi/brandon_charter_township%2C_(oakland_co.)"">Brandon"
MI,"breitung_chrtr_township%2C_(dickinson_co.)""","https://library.municode.com/mi/breitung_chrtr_township%2C_(dickinson_co.)"""
MI,"breitung_chrtr_township%2C_(dickinson_co.)"">Breitung","https://library.municode.com/mi/breitung_chrtr_township%2C_(dickinson_co.)"">Breitung"
MI,"brighton_charter_township%2C_(livingston_co.)""","https://library.municode.com/mi/brighton_charter_township%2C_(livingston_co.)"""
MI,"brighton_charter_township%2C_(livingston_co.)"">Brighton","https://library.municode.com/mi/brighton_charter_township%2C_(livingston_co.)"">Brighton"
MI,"britton""","https://library.municode.com/mi/britton"""
MI,a>,"https://library.municode.com/mi/britton"">Britton</a>"
MI,"brooklyn""","https://library.municode.com/mi/brooklyn"""
MI,a>,"https://library.municode.com/mi/brooklyn"">Brooklyn</a>"
MI,"brownstown_charter_township_(wayne_co.)""","https://library.municode.com/mi/brownstown_charter_township_(wayne_co.)"""
MI,"brownstown_charter_township_(wayne_co.)"">Brownstown","https://library.municode.com/mi/brownstown_charter_township_(wayne_co.)"">Brownstown"
MI,"buchanan_""","https://library.municode.com/mi/buchanan_"""
MI,"buchanan_"">Buchanan","https://library.municode.com/mi/buchanan_"">Buchanan"
MI,"byron_township%2C_(kent_co.)""","https://library.municode.com/mi/byron_township%2C_(kent_co.)"""
MI,"byron_township%2C_(kent_co.)"">Byron","https://library.municode.com/mi/byron_township%2C_(kent_co.)"">Byron"
MI,"cadillac""","https://library.municode.com/mi/cadillac"""
MI,a>,"https://library.municode.com/mi/cadillac"">Cadillac</a>"
MI,"cambridge_township%2C_(lenawee_co.)""","https://library.municode.com/mi/cambridge_township%2C_(lenawee_co.)"""
MI,"cambridge_township%2C_(lenawee_co.)"">Cambridge","https://library.municode.com/mi/cambridge_township%2C_(lenawee_co.)"">Cambridge"
MI,"canton_charter_township%2C_(wayne_co.)""","https://library.municode.com/mi/canton_charter_township%2C_(wayne_co.)"""
MI,"canton_charter_township%2C_(wayne_co.)"">Canton","https://library.municode.com/mi/canton_charter_township%2C_(wayne_co.)"">Canton"
MI,"caro""","https://library.municode.com/mi/caro"""
MI,a>,"https://library.municode.com/mi/caro"">Caro</a>"
MI,"carrollton_township%2C_(saginaw_co.)""","https://library.municode.com/mi/carrollton_township%2C_(saginaw_co.)"""
MI,"carrollton_township%2C_(saginaw_co.)"">Carrollton","https://library.municode.com/mi/carrollton_township%2C_(saginaw_co.)"">Carrollton"
MI,"carson_city""","https://library.municode.com/mi/carson_city"""
MI,"carson_city"">Carson","https://library.municode.com/mi/carson_city"">Carson"
MI,"casco_township%2C_allegan_county""","https://library.municode.com/mi/casco_township%2C_allegan_county"""
MI,"casco_township%2C_allegan_county"">Casco","https://library.municode.com/mi/casco_township%2C_allegan_county"">Casco"
MI,"cass_city""","https://library.municode.com/mi/cass_city"""
MI,"cass_city"">Cass","https://library.municode.com/mi/cass_city"">Cass"
MI,"cedar_creek_township%2C_(muskegon_co.)""","https://library.municode.com/mi/cedar_creek_township%2C_(muskegon_co.)"""
MI,"cedar_creek_township%2C_(muskegon_co.)"">Cedar","https://library.municode.com/mi/cedar_creek_township%2C_(muskegon_co.)"">Cedar"
MI,"cedar_springs""","https://library.municode.com/mi/cedar_springs"""
MI,"cedar_springs"">Cedar","https://library.municode.com/mi/cedar_springs"">Cedar"
MI,"center_line""","https://library.municode.com/mi/center_line"""
MI,"center_line"">Center","https://library.municode.com/mi/center_line"">Center"
MI,"chelsea""","https://library.municode.com/mi/chelsea"""
MI,a>,"https://library.municode.com/mi/chelsea"">Chelsea</a>"
MI,"china_charter_township%2C_(st._clair_co.)""","https://library.municode.com/mi/china_charter_township%2C_(st._clair_co.)"""
MI,"china_charter_township%2C_(st._clair_co.)"">China","https://library.municode.com/mi/china_charter_township%2C_(st._clair_co.)"">China"
MI,"clare""","https://library.municode.com/mi/clare"""
MI,a>,"https://library.municode.com/mi/clare"">Clare</a>"
MI,"clawson""","https://library.municode.com/mi/clawson"""
MI,a>,"https://library.municode.com/mi/clawson"">Clawson</a>"
MI,"clinton""","https://library.municode.com/mi/clinton"""
MI,a>,"https://library.municode.com/mi/clinton"">Clinton</a>"
MI,"cohoctah_township%2C_(livingston_co.)""","https://library.municode.com/mi/cohoctah_township%2C_(livingston_co.)"""
MI,"cohoctah_township%2C_(livingston_co.)"">Cohoctah","https://library.municode.com/mi/cohoctah_township%2C_(livingston_co.)"">Cohoctah"
MI,"coloma""","https://library.municode.com/mi/coloma"""
MI,a>,"https://library.municode.com/mi/coloma"">Coloma</a>"
MI,"coloma_charter_township%2C_(berrien_co.)""","https://library.municode.com/mi/coloma_charter_township%2C_(berrien_co.)"""
MI,"coloma_charter_township%2C_(berrien_co.)"">Coloma","https://library.municode.com/mi/coloma_charter_township%2C_(berrien_co.)"">Coloma"
MI,"columbia_township%2C_(jackson_co.)""","https://library.municode.com/mi/columbia_township%2C_(jackson_co.)"""
MI,"columbia_township%2C_(jackson_co.)"">Columbia","https://library.municode.com/mi/columbia_township%2C_(jackson_co.)"">Columbia"
MI,"commerce_charter_township%2C_(oakland_co.)""","https://library.municode.com/mi/commerce_charter_township%2C_(oakland_co.)"""
MI,"commerce_charter_township%2C_(oakland_co.)"">Commerce","https://library.municode.com/mi/commerce_charter_township%2C_(oakland_co.)"">Commerce"
MI,"comstock_charter_township%2C_(_kalamazoo_co.)""","https://library.municode.com/mi/comstock_charter_township%2C_(_kalamazoo_co.)"""
MI,"comstock_charter_township%2C_(_kalamazoo_co.)"">Comstock","https://library.municode.com/mi/comstock_charter_township%2C_(_kalamazoo_co.)"">Comstock"
MI,"constantine""","https://library.municode.com/mi/constantine"""
MI,a>,"https://library.municode.com/mi/constantine"">Constantine</a>"
MI,"coopersville""","https://library.municode.com/mi/coopersville"""
MI,a>,"https://library.municode.com/mi/coopersville"">Coopersville</a>"
MI,"cottrellville_township%2C_(st._clair_co.)""","https://library.municode.com/mi/cottrellville_township%2C_(st._clair_co.)"""
MI,"cottrellville_township%2C_(st._clair_co.)"">Cottrellville","https://library.municode.com/mi/cottrellville_township%2C_(st._clair_co.)"">Cottrellville"
MI,"dalton_township%2C_(muskegon_co.)""","https://library.municode.com/mi/dalton_township%2C_(muskegon_co.)"""
MI,"dalton_township%2C_(muskegon_co.)"">Dalton","https://library.municode.com/mi/dalton_township%2C_(muskegon_co.)"">Dalton"
MI,"dearborn_heights""","https://library.municode.com/mi/dearborn_heights"""
MI,"dearborn_heights"">Dearborn","https://library.municode.com/mi/dearborn_heights"">Dearborn"
MI,"decatur""","https://library.municode.com/mi/decatur"""
MI,a>,"https://library.municode.com/mi/decatur"">Decatur</a>"
MI,"deckerville""","https://library.municode.com/mi/deckerville"""
MI,a>,"https://library.municode.com/mi/deckerville"">Deckerville</a>"
MI,"delhi_charter_township%2C_(ingham_co.)""","https://library.municode.com/mi/delhi_charter_township%2C_(ingham_co.)"""
MI,"delhi_charter_township%2C_(ingham_co.)"">Delhi","https://library.municode.com/mi/delhi_charter_township%2C_(ingham_co.)"">Delhi"
MI,"delta_charter_township%2C_(eaton_co.)""","https://library.municode.com/mi/delta_charter_township%2C_(eaton_co.)"""
MI,"delta_charter_township%2C_(eaton_co.)"">Delta","https://library.municode.com/mi/delta_charter_township%2C_(eaton_co.)"">Delta"
MI,"detroit""","https://library.municode.com/mi/detroit"""
MI,a>,"https://library.municode.com/mi/detroit"">Detroit</a>"
MI,"dewitt""","https://library.municode.com/mi/dewitt"""
MI,a>,"https://library.municode.com/mi/dewitt"">DeWitt</a>"
MI,"dewitt_chartertownship%2C_(clinton_co.)""","https://library.municode.com/mi/dewitt_chartertownship%2C_(clinton_co.)"""
MI,"dewitt_chartertownship%2C_(clinton_co.)"">DeWitt","https://library.municode.com/mi/dewitt_chartertownship%2C_(clinton_co.)"">DeWitt"
MI,"dexter""","https://library.municode.com/mi/dexter"""
MI,a>,"https://library.municode.com/mi/dexter"">Dexter</a>"
MI,"dorr_township%2C_(allegan_co.)""","https://library.municode.com/mi/dorr_township%2C_(allegan_co.)"""
MI,"dorr_township%2C_(allegan_co.)"">Dorr","https://library.municode.com/mi/dorr_township%2C_(allegan_co.)"">Dorr"
MI,"dundee""","https://library.municode.com/mi/dundee"""
MI,a>,"https://library.municode.com/mi/dundee"">Dundee</a>"
MI,"east_jordan""","https://library.municode.com/mi/east_jordan"""
MI,"east_jordan"">East","https://library.municode.com/mi/east_jordan"">East"
MI,"east_lansing""","https://library.municode.com/mi/east_lansing"""
MI,"east_lansing"">East","https://library.municode.com/mi/east_lansing"">East"
MI,"east_tawas""","https://library.municode.com/mi/east_tawas"""
MI,"east_tawas"">East","https://library.municode.com/mi/east_tawas"">East"
MI,"eastpointe""","https://library.municode.com/mi/eastpointe"""
MI,a>,"https://library.municode.com/mi/eastpointe"">Eastpointe</a>"
MI,"eaton_rapids""","https://library.municode.com/mi/eaton_rapids"""
MI,"eaton_rapids"">Eaton","https://library.municode.com/mi/eaton_rapids"">Eaton"
MI,"ecorse""","https://library.municode.com/mi/ecorse"""
MI,a>,"https://library.municode.com/mi/ecorse"">Ecorse</a>"
MI,"elk_rapids""","https://library.municode.com/mi/elk_rapids"""
MI,"elk_rapids"">Elk","https://library.municode.com/mi/elk_rapids"">Elk"
MI,"elsie""","https://library.municode.com/mi/elsie"""
MI,a>,"https://library.municode.com/mi/elsie"">Elsie</a>"
MI,"emmett_charter_township%2C_(calhoun_co.)""","https://library.municode.com/mi/emmett_charter_township%2C_(calhoun_co.)"""
MI,"emmett_charter_township%2C_(calhoun_co.)"">Emmett","https://library.municode.com/mi/emmett_charter_township%2C_(calhoun_co.)"">Emmett"
MI,"escanaba""","https://library.municode.com/mi/escanaba"""
MI,a>,"https://library.municode.com/mi/escanaba"">Escanaba</a>"
MI,"evart""","https://library.municode.com/mi/evart"""
MI,a>,"https://library.municode.com/mi/evart"">Evart</a>"
MI,"farmington""","https://library.municode.com/mi/farmington"""
MI,a>,"https://library.municode.com/mi/farmington"">Farmington</a>"
MI,"farmington_hills""","https://library.municode.com/mi/farmington_hills"""
MI,"farmington_hills"">Farmington","https://library.municode.com/mi/farmington_hills"">Farmington"
MI,"fenton""","https://library.municode.com/mi/fenton"""
MI,a>,"https://library.municode.com/mi/fenton"">Fenton</a>"
MI,"fenton_chrtr_township%2C_(genesee_co.)""","https://library.municode.com/mi/fenton_chrtr_township%2C_(genesee_co.)"""
MI,"fenton_chrtr_township%2C_(genesee_co.)"">Fenton","https://library.municode.com/mi/fenton_chrtr_township%2C_(genesee_co.)"">Fenton"
MI,"ferndale""","https://library.municode.com/mi/ferndale"""
MI,a>,"https://library.municode.com/mi/ferndale"">Ferndale</a>"
MI,"flat_rock""","https://library.municode.com/mi/flat_rock"""
MI,"flat_rock"">Flat","https://library.municode.com/mi/flat_rock"">Flat"
MI,"flint_charter_township%2C_(genesee_co.)""","https://library.municode.com/mi/flint_charter_township%2C_(genesee_co.)"""
MI,"flint_charter_township%2C_(genesee_co.)"">Flint","https://library.municode.com/mi/flint_charter_township%2C_(genesee_co.)"">Flint"
MI,"flushing""","https://library.municode.com/mi/flushing"""
MI,a>,"https://library.municode.com/mi/flushing"">Flushing</a>"
MI,"fort_gratiot_charter_township%2C_(st._clair_co.)""","https://library.municode.com/mi/fort_gratiot_charter_township%2C_(st._clair_co.)"""
MI,"fort_gratiot_charter_township%2C_(st._clair_co.)"">Fort","https://library.municode.com/mi/fort_gratiot_charter_township%2C_(st._clair_co.)"">Fort"
MI,"fowlerville""","https://library.municode.com/mi/fowlerville"""
MI,a>,"https://library.municode.com/mi/fowlerville"">Fowlerville</a>"
MI,"fraser""","https://library.municode.com/mi/fraser"""
MI,a>,"https://library.municode.com/mi/fraser"">Fraser</a>"
MI,"gaines_charter_township%2C_(kent_co.)""","https://library.municode.com/mi/gaines_charter_township%2C_(kent_co.)"""
MI,"gaines_charter_township%2C_(kent_co.)"">Gaines","https://library.municode.com/mi/gaines_charter_township%2C_(kent_co.)"">Gaines"
MI,"galesburg""","https://library.municode.com/mi/galesburg"""
MI,a>,"https://library.municode.com/mi/galesburg"">Galesburg</a>"
MI,"georgetown_charter_township%2C_(ottawa_co.)""","https://library.municode.com/mi/georgetown_charter_township%2C_(ottawa_co.)"""
MI,"georgetown_charter_township%2C_(ottawa_co.)"">Georgetown","https://library.municode.com/mi/georgetown_charter_township%2C_(ottawa_co.)"">Georgetown"
MI,"gibraltar""","https://library.municode.com/mi/gibraltar"""
MI,a>,"https://library.municode.com/mi/gibraltar"">Gibraltar</a>"
MI,"gladstone""","https://library.municode.com/mi/gladstone"""
MI,a>,"https://library.municode.com/mi/gladstone"">Gladstone</a>"
MI,"goodrich""","https://library.municode.com/mi/goodrich"""
MI,a>,"https://library.municode.com/mi/goodrich"">Goodrich</a>"
MI,"grand_blanc_charter_township%2C_(genesee_co.)""","https://library.municode.com/mi/grand_blanc_charter_township%2C_(genesee_co.)"""
MI,"grand_blanc_charter_township%2C_(genesee_co.)"">Grand","https://library.municode.com/mi/grand_blanc_charter_township%2C_(genesee_co.)"">Grand"
MI,"grand_haven""","https://library.municode.com/mi/grand_haven"""
MI,"grand_haven"">Grand","https://library.municode.com/mi/grand_haven"">Grand"
MI,"grand_ledge""","https://library.municode.com/mi/grand_ledge"""
MI,"grand_ledge"">Grand","https://library.municode.com/mi/grand_ledge"">Grand"
MI,"grand_rapids""","https://library.municode.com/mi/grand_rapids"""
MI,"grand_rapids"">Grand","https://library.municode.com/mi/grand_rapids"">Grand"
MI,"grandville""","https://library.municode.com/mi/grandville"""
MI,a>,"https://library.municode.com/mi/grandville"">Grandville</a>"
MI,"green_oak_charter_township%2C_(livingston_co.)""","https://library.municode.com/mi/green_oak_charter_township%2C_(livingston_co.)"""
MI,"green_oak_charter_township%2C_(livingston_co.)"">Green","https://library.municode.com/mi/green_oak_charter_township%2C_(livingston_co.)"">Green"
MI,"greenville""","https://library.municode.com/mi/greenville"""
MI,a>,"https://library.municode.com/mi/greenville"">Greenville</a>"
MI,"grosse_pointe""","https://library.municode.com/mi/grosse_pointe"""
MI,"grosse_pointe"">Grosse","https://library.municode.com/mi/grosse_pointe"">Grosse"
MI,"grosse_pointe_park""","https://library.municode.com/mi/grosse_pointe_park"""
MI,"grosse_pointe_park"">Grosse","https://library.municode.com/mi/grosse_pointe_park"">Grosse"
MI,"grosse_pointe_shores""","https://library.municode.com/mi/grosse_pointe_shores"""
MI,"grosse_pointe_shores"">Grosse","https://library.municode.com/mi/grosse_pointe_shores"">Grosse"
MI,"grosse_pointe_woods""","https://library.municode.com/mi/grosse_pointe_woods"""
MI,"grosse_pointe_woods"">Grosse","https://library.municode.com/mi/grosse_pointe_woods"">Grosse"
MI,"groveland_township%2C_(oakland_co.)""","https://library.municode.com/mi/groveland_township%2C_(oakland_co.)"""
MI,"groveland_township%2C_(oakland_co.)"">Groveland","https://library.municode.com/mi/groveland_township%2C_(oakland_co.)"">Groveland"
MI,"gun_plain_charter_township%2C_(allegan_co.)""","https://library.municode.com/mi/gun_plain_charter_township%2C_(allegan_co.)"""
MI,"gun_plain_charter_township%2C_(allegan_co.)"">Gun","https://library.municode.com/mi/gun_plain_charter_township%2C_(allegan_co.)"">Gun"
MI,"hamburg_township%2C_(livingston_co.)""","https://library.municode.com/mi/hamburg_township%2C_(livingston_co.)"""
MI,"hamburg_township%2C_(livingston_co.)"">Hamburg","https://library.municode.com/mi/hamburg_township%2C_(livingston_co.)"">Hamburg"
MI,"harbor_beach""","https://library.municode.com/mi/harbor_beach"""
MI,"harbor_beach"">Harbor","https://library.municode.com/mi/harbor_beach"">Harbor"
MI,"harper_woods""","https://library.municode.com/mi/harper_woods"""
MI,"harper_woods"">Harper","https://library.municode.com/mi/harper_woods"">Harper"
MI,"harrison""","https://library.municode.com/mi/harrison"""
MI,a>,"https://library.municode.com/mi/harrison"">Harrison</a>"
MI,"harrison_charter_township""","https://library.municode.com/mi/harrison_charter_township"""
MI,"harrison_charter_township"">Harrison","https://library.municode.com/mi/harrison_charter_township"">Harrison"
MI,"hastings""","https://library.municode.com/mi/hastings"""
MI,a>,"https://library.municode.com/mi/hastings"">Hastings</a>"
MI,"hazel_park""","https://library.municode.com/mi/hazel_park"""
MI,"hazel_park"">Hazel","https://library.municode.com/mi/hazel_park"">Hazel"
MI,"highland_charter_township""","https://library.municode.com/mi/highland_charter_township"""
MI,"highland_charter_township"">Highland","https://library.municode.com/mi/highland_charter_township"">Highland"
MI,"highland_park""","https://library.municode.com/mi/highland_park"""
MI,"highland_park"">Highland","https://library.municode.com/mi/highland_park"">Highland"
MI,"hillsdale""","https://library.municode.com/mi/hillsdale"""
MI,a>,"https://library.municode.com/mi/hillsdale"">Hillsdale</a>"
MI,"holland_charter_township%2C_(ottawa_co.)""","https://library.municode.com/mi/holland_charter_township%2C_(ottawa_co.)"""
MI,"holland_charter_township%2C_(ottawa_co.)"">Holland","https://library.municode.com/mi/holland_charter_township%2C_(ottawa_co.)"">Holland"
MI,"holly_township%2C_(oakland_co.)""","https://library.municode.com/mi/holly_township%2C_(oakland_co.)"""
MI,"holly_township%2C_(oakland_co.)"">Holly","https://library.municode.com/mi/holly_township%2C_(oakland_co.)"">Holly"
MI,"hudson""","https://library.municode.com/mi/hudson"""
MI,a>,"https://library.municode.com/mi/hudson"">Hudson</a>"
MI,"hudsonville""","https://library.municode.com/mi/hudsonville"""
MI,a>,"https://library.municode.com/mi/hudsonville"">Hudsonville</a>"
MI,"huntington_woods""","https://library.municode.com/mi/huntington_woods"""
MI,"huntington_woods"">Huntington","https://library.municode.com/mi/huntington_woods"">Huntington"
MI,"independence_charter_township%2C_(oakland_co.)""","https://library.municode.com/mi/independence_charter_township%2C_(oakland_co.)"""
MI,"independence_charter_township%2C_(oakland_co.)"">Independence","https://library.municode.com/mi/independence_charter_township%2C_(oakland_co.)"">Independence"
MI,"ira_township%2C_(st._clair_co.)""","https://library.municode.com/mi/ira_township%2C_(st._clair_co.)"""
MI,"ira_township%2C_(st._clair_co.)"">Ira","https://library.municode.com/mi/ira_township%2C_(st._clair_co.)"">Ira"
MI,"iron_mountain""","https://library.municode.com/mi/iron_mountain"""
MI,"iron_mountain"">Iron","https://library.municode.com/mi/iron_mountain"">Iron"
MI,"iron_river""","https://library.municode.com/mi/iron_river"""
MI,"iron_river"">Iron","https://library.municode.com/mi/iron_river"">Iron"
MI,"ironwood""","https://library.municode.com/mi/ironwood"""
MI,a>,"https://library.municode.com/mi/ironwood"">Ironwood</a>"
MI,"jackson""","https://library.municode.com/mi/jackson"""
MI,a>,"https://library.municode.com/mi/jackson"">Jackson</a>"
MI,"jonesville""","https://library.municode.com/mi/jonesville"""
MI,a>,"https://library.municode.com/mi/jonesville"">Jonesville</a>"
MI,"keego_harbor""","https://library.municode.com/mi/keego_harbor"""
MI,"keego_harbor"">Keego","https://library.municode.com/mi/keego_harbor"">Keego"
MI,"kentwood""","https://library.municode.com/mi/kentwood"""
MI,a>,"https://library.municode.com/mi/kentwood"">Kentwood</a>"
MI,"kingsford""","https://library.municode.com/mi/kingsford"""
MI,a>,"https://library.municode.com/mi/kingsford"">Kingsford</a>"
MI,"laingsburg""","https://library.municode.com/mi/laingsburg"""
MI,a>,"https://library.municode.com/mi/laingsburg"">Laingsburg</a>"
MI,"lake_angelus""","https://library.municode.com/mi/lake_angelus"""
MI,"lake_angelus"">Lake","https://library.municode.com/mi/lake_angelus"">Lake"
MI,"lake_odessa""","https://library.municode.com/mi/lake_odessa"""
MI,"lake_odessa"">Lake","https://library.municode.com/mi/lake_odessa"">Lake"
MI,"laketown_township%2C_(allegan_co.)""","https://library.municode.com/mi/laketown_township%2C_(allegan_co.)"""
MI,"laketown_township%2C_(allegan_co.)"">Laketown","https://library.municode.com/mi/laketown_township%2C_(allegan_co.)"">Laketown"
MI,"lansing""","https://library.municode.com/mi/lansing"""
MI,a>,"https://library.municode.com/mi/lansing"">Lansing</a>"
